,Is safe from accidents,Has comftarble seating,Gives me the ability to work read and sleep,Is relaxing,Is mostly on time,Can interact with tohers,Is clean,Is good for the environment,Is a good value for the money,Is convienent to use,Overall Rating
575,4,6,6,6,10,4,1,9,8,5,6
576,4,7,3,3,4,9,10,5,8,10,5
577,7,9,1,10,1,3,9,1,8,1,2
578,3,8,8,7,2,7,7,3,8,9,1
579,2,1,4,9,8,6,10,3,8,3,1
580,6,2,4,8,5,6,4,6,7,5,2
581,10,2,5,1,4,10,9,7,5,9,7
582,10,9,9,6,10,7,1,2,5,6,5
583,2,1,9,2,5,5,5,8,10,2,10
584,4,4,10,6,9,8,3,3,6,1,10
585,6,1,9,2,3,10,4,1,9,6,8
586,8,2,5,7,1,7,4,6,9,4,10
587,10,2,4,8,8,5,2,5,10,6,3
588,10,9,8,2,1,10,7,3,1,2,7
589,10,4,9,7,1,7,1,6,1,5,1
590,8,9,3,3,7,7,4,7,8,3,10
591,3,2,6,1,8,1,4,9,7,5,2
592,1,5,6,8,4,7,3,4,5,8,4
593,3,10,7,3,4,6,3,6,6,3,7
594,4,1,8,1,2,7,5,8,5,3,7
595,8,6,6,9,7,8,2,4,6,5,5
596,8,2,2,1,4,10,6,4,6,7,5
597,1,7,7,8,1,6,7,1,6,10,2
598,4,10,8,4,2,5,4,1,7,2,5
599,9,7,8,8,4,8,3,7,2,6,3
600,4,7,1,1,3,4,2,10,9,1,8
601,6,10,10,2,4,4,10,1,4,7,10
602,8,1,4,3,7,1,7,2,5,10,1
603,8,10,1,3,7,3,10,3,4,8,10
604,3,8,9,7,5,2,1,1,8,6,1
605,3,9,7,2,2,5,7,3,8,7,9
606,9,1,4,5,6,8,4,6,2,2,4
607,5,10,9,7,6,4,4,10,3,9,5
608,5,8,3,4,9,1,10,2,1,7,8
609,10,3,4,8,2,10,8,10,4,5,6
610,10,4,1,2,10,3,6,5,7,5,10
611,10,2,8,5,8,2,1,6,2,6,6
612,8,4,4,3,6,4,10,8,9,8,1
613,8,7,6,8,10,2,2,4,1,9,1
614,6,6,3,3,3,10,7,2,3,7,10
615,8,7,9,3,4,10,7,5,1,4,5
616,5,2,2,4,2,5,3,6,9,2,9
617,1,3,8,3,1,2,5,3,6,10,4
618,10,5,2,8,3,2,1,1,8,2,3
619,4,8,8,9,8,3,3,5,2,4,6
620,5,9,8,8,8,5,1,8,3,2,3
621,2,2,1,6,6,9,2,5,2,2,7
622,7,9,4,9,4,3,10,1,5,1,6
623,3,6,9,7,10,6,2,8,10,3,5
624,10,4,3,3,9,9,4,2,6,4,2
625,5,1,8,1,8,4,4,5,8,2,10
626,3,2,3,10,6,5,9,2,2,5,9
627,7,4,2,3,1,3,2,9,9,4,7
628,10,2,4,6,6,4,4,9,9,10,3
629,10,2,7,6,5,3,10,7,6,4,9
630,4,2,3,2,1,2,9,4,1,9,10
631,1,8,1,5,7,10,10,5,2,1,3
632,9,4,8,10,5,3,6,10,8,2,5
633,2,3,7,8,4,7,4,2,1,3,1
634,10,10,8,8,1,2,2,10,2,8,8
635,4,6,8,1,3,2,5,9,2,8,7
636,7,10,10,1,3,5,9,10,3,1,8
637,1,1,10,5,1,4,2,2,5,2,4
638,1,8,6,5,2,6,2,7,3,1,10
639,10,3,5,8,1,8,8,7,10,10,4
640,10,6,2,10,10,10,1,3,9,9,5
641,4,6,1,9,2,2,10,8,10,3,4
642,7,7,3,7,3,7,1,5,4,4,4
643,1,2,6,8,1,1,7,7,5,9,5
644,2,8,3,4,8,4,2,5,3,5,9
645,10,8,10,2,8,9,4,9,6,3,6
646,2,7,9,8,6,5,5,10,8,1,9
647,8,7,10,4,2,5,6,10,6,5,3
648,9,7,1,8,3,8,5,2,10,9,3
649,4,8,7,4,2,9,8,5,3,4,3
650,9,1,2,6,3,3,2,5,1,2,6
651,1,6,10,6,4,3,5,5,8,3,7
652,4,5,3,2,5,10,6,4,2,2,1
653,6,4,4,9,9,10,6,3,4,10,7
654,4,6,5,3,4,8,1,6,9,10,10
655,2,4,2,4,5,5,4,9,3,8,4
656,5,4,2,5,2,8,7,8,5,2,10
657,1,10,10,7,6,7,4,5,6,6,3
658,6,5,8,5,7,2,3,4,4,2,8
659,7,3,8,3,6,10,3,7,5,9,9
660,9,1,4,10,1,1,3,1,9,7,5
661,7,3,7,7,6,5,7,3,7,6,9
662,8,4,8,2,8,2,4,2,6,8,5
663,3,10,8,4,7,8,4,10,8,9,6
664,3,8,3,4,1,10,9,5,5,5,3
665,7,4,4,6,8,9,5,7,8,8,4
666,9,5,9,4,2,1,6,7,2,5,8
667,1,4,1,2,7,8,1,6,1,4,9
668,8,3,1,5,5,4,1,1,4,9,7
669,7,4,8,5,7,1,1,5,3,7,10
670,8,9,5,3,9,3,4,9,3,10,10
671,7,4,1,7,10,4,3,4,5,5,9
672,1,5,6,4,9,1,7,5,4,1,7
673,2,5,6,6,4,9,8,7,6,5,7
674,9,9,2,8,7,8,2,8,10,6,1
675,5,1,6,1,7,9,10,2,6,6,9
676,2,8,5,2,9,2,9,1,7,3,2
677,3,3,7,5,1,3,6,10,1,3,8
678,5,10,7,3,4,10,8,6,7,7,4
679,4,1,5,1,2,3,2,6,4,1,1
680,2,9,4,3,10,5,10,5,9,9,6
681,6,2,5,3,1,5,2,4,4,9,6
682,3,5,2,1,7,1,7,5,10,9,7
683,5,5,7,3,1,7,2,5,7,3,2
684,8,7,10,6,10,9,5,7,9,10,1
685,9,4,7,9,5,6,2,4,6,10,5
686,4,3,6,9,7,3,1,10,6,4,8
687,10,6,10,3,6,8,10,4,10,7,9
688,4,6,8,3,9,5,3,10,8,7,1
689,5,10,6,2,6,5,10,10,10,4,3
690,2,10,2,2,3,8,8,3,8,2,7
691,5,1,1,4,3,7,5,8,10,5,2
692,6,6,1,10,10,8,9,6,7,7,1
693,8,8,10,1,9,8,1,4,7,10,8
694,8,9,1,6,2,4,8,5,3,9,2
695,7,9,5,8,1,9,6,10,4,7,7
696,7,10,8,3,4,10,1,8,3,2,7
697,3,9,10,4,1,1,8,7,7,3,3
698,3,7,10,1,9,7,1,8,1,10,4
699,5,3,1,10,5,9,2,1,5,5,9
700,4,3,1,5,1,8,7,4,5,10,8
701,4,10,1,2,8,9,8,10,6,6,5
702,3,3,6,1,10,5,8,6,10,4,2
703,10,7,7,4,9,8,3,4,9,6,7
704,7,3,6,6,6,3,1,4,6,3,6
705,9,9,3,7,9,1,1,5,2,4,4
706,5,3,4,7,1,7,9,5,10,8,4
707,4,2,9,7,7,4,5,9,8,4,2
708,7,10,1,4,7,10,3,4,5,8,5
709,3,4,6,7,10,10,8,2,4,5,6
710,2,6,1,4,3,1,6,6,6,6,4
711,6,7,10,9,3,2,9,4,5,7,3
712,9,5,2,7,8,9,10,2,4,9,6
713,4,7,9,1,2,5,10,6,2,2,6
714,1,7,1,7,4,2,2,9,2,7,8
715,8,9,7,9,1,3,9,6,3,8,8
716,2,8,5,6,9,7,2,9,2,10,4
717,1,8,7,9,9,7,5,8,4,1,5
718,10,6,7,8,7,1,6,6,6,10,10
719,7,10,7,9,2,1,1,1,8,3,7
720,6,8,8,3,1,5,8,5,7,3,3
721,1,5,3,5,5,1,10,5,1,7,8
722,7,1,10,4,9,3,10,5,10,5,6
723,5,5,7,9,9,10,1,7,3,3,4
724,9,10,2,7,1,10,8,6,1,5,9
725,4,4,3,8,5,9,4,4,10,9,4
726,4,1,6,5,10,10,7,8,9,6,1
727,4,8,4,10,4,3,9,2,5,7,8
728,5,10,2,8,4,9,2,10,5,8,10
729,7,3,5,6,6,7,2,4,7,4,1
730,7,2,5,8,9,4,8,9,1,9,1
731,2,6,5,10,6,3,7,10,4,8,1
732,8,3,4,3,5,4,2,5,8,1,5
733,7,9,3,9,4,8,1,9,7,9,5
734,7,4,4,3,6,3,5,5,9,8,5
735,2,5,4,4,9,10,6,6,9,8,10
736,1,2,3,4,7,8,2,9,5,1,1
737,1,2,7,3,9,1,7,6,5,5,5
738,10,10,10,7,7,2,2,8,10,5,4
739,1,2,5,2,5,3,3,7,7,10,10
740,5,1,4,8,4,3,6,1,3,10,2
741,6,9,8,6,3,10,5,10,9,3,1
742,2,5,1,4,4,2,3,6,1,7,6
743,2,8,8,7,8,9,6,8,2,6,8
744,7,8,5,1,9,8,3,7,2,7,3
745,6,8,10,7,7,8,6,7,4,3,3
746,3,6,1,7,4,4,8,6,7,4,3
747,2,9,8,1,4,1,6,4,5,2,1
748,1,8,6,1,4,7,1,1,4,8,3
749,8,4,7,10,5,5,6,9,10,10,1
750,10,7,1,10,3,3,8,5,1,2,3
751,4,10,6,3,9,9,9,8,9,8,1
752,6,3,2,5,9,1,9,4,5,4,4
753,8,8,8,5,7,7,3,9,8,1,10
754,4,2,9,2,8,8,1,2,6,4,6
755,4,3,8,8,7,8,7,1,8,5,8
756,3,10,7,7,5,2,6,10,9,5,7
757,5,7,10,9,6,2,5,4,5,10,7
758,10,9,4,6,5,6,10,4,6,3,7
759,9,2,4,10,5,2,5,4,3,5,8
760,8,8,3,10,4,9,2,3,9,1,3
761,4,3,7,9,4,7,5,9,4,10,6
762,9,5,2,4,1,6,3,7,8,4,2
763,8,8,10,10,7,7,10,9,6,9,5
764,4,2,7,7,5,9,10,7,5,9,10
765,5,7,3,9,10,2,8,5,7,2,8
766,7,2,8,9,7,4,6,6,6,5,8
767,5,2,2,1,2,1,4,9,5,9,6
768,2,5,5,4,5,10,1,9,1,5,3
769,6,7,9,3,2,7,4,1,7,6,5
770,6,7,9,8,4,5,9,7,1,7,7
771,3,1,6,10,6,2,9,1,6,7,7
772,1,8,9,10,6,2,2,9,2,7,5
773,8,1,4,9,3,9,6,9,9,10,10
774,2,2,5,9,7,3,4,4,9,2,1
775,7,7,6,5,8,9,1,5,3,10,2
776,1,5,1,4,3,5,8,9,10,10,10
777,2,2,2,10,1,3,5,3,6,6,5
778,4,2,5,1,6,6,8,2,1,7,7
779,5,10,7,5,1,10,5,7,9,1,1
780,8,6,7,6,9,8,10,4,7,2,10
781,1,5,8,4,9,5,9,7,8,10,4
782,1,6,5,9,10,1,8,5,9,7,1
783,10,6,5,6,7,8,3,1,3,8,1
784,5,7,1,7,10,6,10,10,1,3,6
785,4,4,2,3,4,10,7,2,4,10,8
786,5,10,8,6,7,3,1,8,3,7,5
787,5,5,5,6,10,7,1,5,8,4,3
788,9,8,8,5,9,10,9,4,7,3,2
789,8,8,2,3,7,3,5,3,1,3,5
790,2,8,4,10,4,1,5,4,4,5,3
791,2,8,1,5,9,3,8,6,7,5,3
792,8,9,5,10,1,8,8,6,5,8,8
793,9,9,3,1,1,2,1,7,4,6,1
794,10,6,6,2,8,3,10,5,10,3,3
795,10,9,7,5,5,1,3,7,6,2,8
796,9,7,9,5,1,6,4,8,5,5,6
797,1,9,6,6,7,10,9,4,6,10,5
798,3,9,3,3,2,10,7,9,4,9,8
799,2,7,3,3,8,4,3,3,2,6,1
800,2,10,1,2,4,2,1,1,10,2,7
801,8,4,5,10,3,4,2,3,1,8,9
802,8,3,10,7,4,3,9,3,6,6,6
803,9,6,3,9,3,10,2,9,6,1,10
804,6,8,4,2,10,6,3,1,1,10,6
805,3,4,10,5,5,3,3,2,2,2,10
806,3,8,9,7,6,8,3,1,1,6,6
807,4,6,7,1,9,8,8,9,8,3,1
808,5,7,3,7,1,5,6,2,6,4,7
809,1,3,1,8,9,9,1,3,4,6,10
810,4,9,9,3,10,7,8,2,2,5,1
811,2,8,1,8,8,4,10,7,2,10,7
812,7,10,2,1,5,2,9,4,8,2,6
813,1,5,4,6,7,2,9,4,9,2,9
814,10,6,6,5,10,4,3,1,8,8,5
815,7,3,7,9,7,4,7,5,4,10,5
816,7,9,9,1,2,5,8,1,10,1,5
817,9,7,10,1,4,4,7,6,10,9,10
818,3,4,6,6,6,3,10,4,4,2,8
819,7,4,9,4,6,3,9,2,10,7,1
820,10,2,9,7,6,1,1,9,10,5,2
821,7,2,3,2,7,10,2,1,10,6,7
822,6,2,2,7,4,7,6,1,10,3,8
823,5,3,9,9,5,3,2,4,9,4,3
824,7,4,4,9,10,2,2,7,8,7,3
825,6,10,4,1,10,2,5,9,3,2,4
826,5,9,3,10,1,9,3,9,8,3,7
827,6,6,7,2,10,2,4,3,6,5,10
828,8,3,2,7,10,9,7,5,8,5,8
829,8,8,6,6,8,6,4,4,7,3,7
830,6,5,7,4,5,9,2,9,8,2,10
831,10,6,9,9,6,8,6,6,8,8,1
832,7,8,10,6,10,3,9,8,8,6,2
833,7,4,5,5,5,8,9,1,5,9,3
834,8,10,4,3,7,9,8,6,7,10,2
835,9,10,4,8,8,9,10,2,8,3,6
836,3,3,6,2,8,6,10,9,6,1,4
837,6,3,7,10,6,5,5,3,8,10,5
838,5,2,7,7,1,4,2,6,2,7,8
839,9,7,10,10,6,8,8,8,7,3,7
840,4,2,4,4,4,5,2,6,5,1,7
841,5,5,5,10,10,5,9,9,2,3,9
842,3,3,1,2,6,6,5,5,3,10,7
843,1,10,10,9,4,4,1,4,7,4,4
844,1,1,2,8,3,2,2,8,5,7,9
845,8,8,5,7,8,3,5,7,3,2,4
846,5,2,6,10,9,8,1,4,7,1,6
847,6,9,2,10,3,4,8,4,8,10,6
848,2,1,5,4,1,2,1,5,6,8,2
849,7,6,3,2,7,2,3,4,5,10,9
850,3,1,7,3,10,7,7,4,8,7,4
851,3,2,7,10,9,1,4,9,6,4,3
852,4,7,6,10,1,1,3,6,2,1,3
853,5,8,7,7,9,8,3,6,4,5,5
854,6,7,5,5,7,1,10,9,6,9,4
855,5,10,7,9,6,3,3,7,3,2,9
856,6,6,3,4,9,6,9,9,6,1,5
857,3,4,9,6,6,6,9,4,9,2,9
858,7,1,2,10,7,5,3,9,2,8,6
859,9,4,4,10,1,3,9,7,1,9,1
860,4,10,5,2,7,7,7,5,4,5,4
861,8,8,10,4,1,5,1,9,5,4,5
862,2,8,3,6,4,8,10,5,3,2,10
863,9,2,9,3,9,9,2,6,4,8,9
864,7,7,4,5,5,2,8,9,2,7,9
865,2,2,3,8,2,9,10,9,2,1,3
866,3,1,7,8,8,9,10,2,8,7,4
867,4,10,5,1,3,5,7,8,2,10,4
868,3,4,3,10,6,5,2,5,9,3,8
869,4,3,10,9,2,3,3,4,4,2,5
870,5,6,10,7,9,4,4,9,9,5,2
871,4,4,7,4,1,1,6,7,10,9,3
872,10,10,8,9,1,10,2,9,7,6,8
873,1,2,1,9,9,8,3,8,9,3,9
874,1,9,10,2,6,4,4,8,7,10,3
875,3,3,4,1,8,2,8,4,3,10,7
876,4,5,7,7,8,7,5,2,2,5,8
877,4,4,4,3,10,2,1,10,6,6,9
878,10,1,1,6,7,7,3,3,4,8,9
879,4,3,5,6,2,3,1,10,6,8,10
880,8,7,4,2,10,1,4,2,7,10,3
881,6,2,8,5,9,2,2,5,5,6,8
882,2,7,7,8,6,8,2,4,1,8,7
883,2,7,6,8,6,5,7,9,8,5,4
884,2,9,1,9,1,8,8,6,5,9,10
885,6,7,9,1,9,10,6,6,5,3,9
886,6,9,1,6,6,7,8,7,4,8,4
887,3,1,7,10,7,8,8,1,10,5,9
888,3,1,4,8,9,4,1,4,5,7,1
889,6,7,6,5,4,7,6,6,4,6,5
890,6,9,2,5,5,1,3,8,7,2,5
891,4,8,6,10,6,7,4,9,2,10,9
892,1,2,2,4,2,5,10,4,10,3,6
893,7,8,7,5,8,5,2,1,10,4,9
894,8,2,2,1,3,6,5,9,8,9,8
895,3,3,7,8,1,7,4,3,6,5,6
896,7,1,4,9,4,10,3,6,4,1,6
897,6,5,8,10,5,5,6,2,6,7,8
898,9,3,2,1,1,5,8,10,1,7,8
899,7,10,5,3,3,6,2,4,2,2,6
900,10,1,7,8,8,8,8,6,10,3,10
901,5,6,4,6,10,4,8,2,8,6,5
902,7,7,8,8,9,10,10,4,8,6,9
903,6,3,1,9,3,9,1,10,9,7,10
904,1,4,6,3,10,8,9,3,2,9,8
905,4,5,2,2,7,7,3,3,3,1,7
906,10,4,6,9,1,9,10,4,10,4,3
907,3,10,4,9,8,5,5,8,6,6,1
908,7,8,6,10,6,7,4,6,9,9,3
909,1,8,7,8,1,4,8,6,7,4,8
910,2,6,9,10,8,10,8,7,1,3,7
911,10,7,9,8,3,6,5,9,8,6,4
912,1,3,5,2,2,5,3,6,8,9,4
913,8,2,5,1,8,6,7,3,5,1,3
914,7,5,4,5,8,5,10,4,9,3,1
915,8,6,10,9,6,2,10,5,10,4,10
916,1,7,3,9,8,3,8,6,9,7,1
917,3,10,5,2,3,4,8,10,10,6,9
918,1,9,3,10,8,3,6,7,6,10,2
919,5,10,7,9,1,5,3,1,6,9,10
920,9,7,6,8,8,6,2,5,5,10,6
921,2,5,2,3,2,6,8,5,4,1,5
922,5,10,10,7,8,10,9,4,5,4,8
923,7,10,7,5,9,7,10,9,8,3,3
924,1,3,2,5,9,5,8,2,8,1,7
925,6,4,1,3,5,5,1,2,10,3,5
926,7,6,3,8,1,9,8,2,2,10,8
927,1,9,3,8,2,8,8,10,6,4,7
928,10,9,3,6,1,1,10,7,6,4,10
929,7,7,10,8,2,7,9,4,5,10,9
930,3,7,8,5,3,1,4,4,3,4,4
931,1,7,7,3,8,9,3,10,3,3,10
932,9,9,2,5,8,8,9,7,10,5,3
933,1,8,8,5,9,4,9,1,5,6,3
934,10,7,3,6,1,4,3,1,3,3,5
935,4,10,3,9,10,2,1,9,8,6,2
936,2,9,6,8,6,6,6,3,3,9,10
937,8,2,4,8,5,10,10,1,2,5,8
938,9,4,8,5,6,9,9,9,6,4,3
939,10,1,3,10,8,2,10,10,4,4,3
940,6,5,8,3,2,3,3,9,10,1,10
941,5,4,8,5,2,10,5,2,9,6,5
942,8,6,4,1,5,1,7,5,8,10,10
943,7,2,4,9,1,5,8,4,2,6,5
944,7,1,10,4,9,5,3,9,4,3,3
945,3,4,2,8,2,8,4,5,10,6,7
946,10,3,10,5,7,7,7,1,5,4,3
947,7,8,4,8,2,2,5,3,7,1,4
948,7,2,3,1,5,10,7,5,10,9,2
949,3,4,2,8,8,4,5,8,6,4,7
950,6,9,6,10,4,2,7,10,9,9,9
951,3,5,6,8,8,4,4,1,1,7,6
952,5,4,1,7,3,9,3,5,2,9,7
953,10,9,9,3,2,1,9,3,10,1,1
954,5,10,4,4,1,10,7,7,4,2,5
955,6,9,9,6,7,6,9,8,1,10,7
956,1,2,4,2,5,3,5,9,6,4,5
957,1,3,4,10,2,5,3,3,8,8,7
958,10,2,6,5,8,7,1,8,3,10,2
959,2,8,5,10,8,10,7,10,1,9,1
960,3,9,5,2,3,5,9,8,8,3,1
961,6,1,6,6,4,5,1,3,4,9,1
962,6,9,3,7,6,9,2,1,5,3,6
963,7,8,9,8,2,5,4,3,2,5,3
964,1,6,8,6,4,5,1,9,5,4,7
965,10,1,7,10,2,4,2,4,10,6,9
966,6,4,1,3,7,10,9,2,6,4,6
967,3,1,4,4,8,9,3,2,7,3,5
968,4,1,7,3,7,5,9,9,1,3,8
969,2,8,9,3,6,3,10,8,1,8,6
970,5,8,8,4,2,1,2,10,9,4,9
971,6,4,6,2,9,9,9,4,9,10,5
972,2,7,3,8,2,10,10,5,9,4,2
973,7,4,5,3,6,6,10,8,7,3,7
974,1,6,5,3,7,5,10,2,9,2,4
975,8,10,8,2,10,3,6,7,8,8,5
976,7,10,3,2,2,9,9,1,4,4,6
977,5,6,8,7,9,10,4,3,6,4,4
978,8,2,1,3,4,10,10,2,7,4,3
979,9,9,10,2,3,4,8,8,2,6,3
980,7,2,10,7,7,2,10,1,9,6,9
981,8,6,3,1,9,7,9,1,8,10,5
982,5,10,10,5,7,9,1,5,8,9,2
983,2,3,8,1,2,7,1,1,9,5,3
984,10,3,10,7,1,5,5,2,5,5,3
985,4,1,1,3,9,5,6,5,2,3,7
986,5,8,7,9,3,5,2,9,6,4,4
987,8,2,5,10,3,8,5,2,9,1,8
988,3,4,7,1,2,4,7,10,3,8,10
989,1,3,6,4,2,3,1,8,1,1,4
990,9,1,3,3,6,7,9,9,9,7,7
991,1,4,9,3,9,4,6,6,5,6,5
992,7,1,6,5,5,6,7,4,10,6,10
993,6,5,10,6,2,4,6,5,5,4,6
994,1,3,10,4,10,4,6,3,6,5,5
995,5,8,10,6,10,2,9,10,6,3,7
996,9,8,4,3,9,7,8,5,2,5,3
997,9,10,10,4,1,2,3,5,1,4,4
998,9,4,5,7,2,7,8,8,10,8,1
999,3,5,10,5,8,4,5,10,10,10,3
1000,9,6,7,6,3,1,2,3,7,9,7
1001,10,2,2,3,7,6,9,4,10,9,1
1002,6,9,7,7,7,1,8,10,9,3,9
1003,7,6,7,7,8,9,4,8,8,5,7
1004,7,3,9,6,3,4,10,1,2,8,7
1005,5,3,4,2,6,2,4,2,10,2,10
1006,10,6,10,4,9,1,8,10,5,8,8
1007,8,9,2,8,9,6,5,3,2,7,10
1008,7,8,7,1,5,9,7,2,6,9,6
1009,6,10,9,5,10,2,8,7,4,4,3
1010,8,3,5,1,9,6,10,8,7,1,6
1011,6,7,7,9,4,9,6,1,5,2,7
1012,9,5,7,6,6,5,1,2,10,1,7
1013,9,1,10,8,6,3,2,3,10,7,4
1014,3,10,7,6,2,4,10,3,4,6,6
1015,7,6,4,1,4,9,9,1,5,9,5
1016,2,7,4,3,3,6,3,2,4,6,5
1017,9,6,1,10,4,2,1,4,5,6,8
1018,2,3,5,8,10,2,9,7,2,2,5
1019,2,1,2,7,4,5,1,2,5,2,2
1020,1,9,7,6,7,2,10,4,5,6,2
1021,5,7,2,4,1,8,1,3,4,4,10
1022,10,5,4,3,1,3,9,10,7,10,6
1023,1,6,8,7,10,4,1,2,2,5,5
1024,10,10,6,5,4,1,5,8,6,1,4
1025,6,10,6,8,8,4,2,7,9,10,5
1026,1,7,4,1,5,2,4,1,2,7,6
1027,4,1,3,8,5,3,10,2,1,10,3
1028,9,5,5,1,9,2,2,8,5,8,10
1029,6,10,8,9,4,5,8,7,7,10,6
1030,3,6,3,2,3,3,7,2,9,8,1
1031,4,4,5,1,1,3,3,9,2,6,2
1032,1,1,3,1,5,1,8,5,7,6,2
1033,6,6,10,3,8,8,1,10,4,5,4
1034,6,3,7,5,5,7,4,8,3,3,6
1035,9,2,4,2,6,4,2,7,3,8,2
1036,8,9,8,7,10,2,8,10,10,7,5
1037,2,1,1,7,3,3,9,2,5,4,4
1038,3,10,9,9,10,6,9,3,9,7,9
1039,3,1,2,3,2,5,8,8,6,6,5
1040,9,7,8,1,10,2,8,1,2,4,10
1041,9,2,10,10,5,1,10,2,5,1,2
1042,1,6,10,2,7,5,7,8,6,9,5
1043,1,4,5,7,2,4,6,2,10,1,1
1044,6,5,10,8,5,10,8,8,9,4,7
1045,10,3,4,8,8,10,7,5,3,10,10
1046,4,6,6,2,5,3,5,6,9,9,10
1047,8,4,1,10,1,10,10,4,3,8,4
1048,8,1,6,3,5,1,7,5,4,2,2
1049,6,6,6,4,1,1,5,1,2,10,7
1050,9,3,1,6,8,7,3,5,3,8,9
1051,5,6,2,1,10,10,4,4,7,7,4
1052,9,9,8,4,2,10,5,2,3,8,4
1053,5,5,3,5,7,7,9,7,9,9,4
1054,7,1,9,2,3,3,5,10,4,10,4
1055,10,5,9,9,8,1,3,6,1,9,2
1056,7,3,5,6,7,1,7,7,8,2,6
1057,1,4,10,4,7,10,6,7,9,4,10
1058,6,1,10,2,3,2,1,6,4,5,1
1059,3,3,4,3,8,9,5,3,9,10,7
1060,6,10,10,5,3,4,8,9,7,7,2
1061,3,6,10,1,2,2,10,10,8,1,5
1062,1,9,4,8,8,1,1,8,10,7,4
1063,8,10,9,10,5,8,1,3,6,8,9
1064,3,8,8,9,7,7,5,1,6,8,2
1065,7,9,6,6,2,6,9,9,6,9,10
1066,3,4,10,6,3,7,4,2,3,10,3
1067,1,6,9,2,5,6,4,2,2,6,5
1068,2,4,6,10,5,8,6,5,4,9,8
1069,3,2,7,7,6,4,10,4,8,5,6
1070,8,6,6,2,3,5,1,10,9,3,6
1071,2,5,2,9,6,8,4,4,8,4,7
1072,3,2,4,3,6,1,2,6,1,8,9
1073,3,3,5,9,8,6,3,2,1,6,7
1074,3,2,10,6,3,1,4,10,3,8,4
1075,6,6,7,7,7,9,6,5,7,10,4
1076,8,1,7,1,6,6,7,3,9,5,1
1077,1,9,1,8,10,7,7,6,4,7,6
1078,7,6,1,5,9,5,5,3,9,2,7
1079,2,2,8,7,3,5,8,9,3,3,10
1080,1,10,7,9,4,7,5,9,4,6,8
1081,4,6,7,6,3,6,4,3,8,10,9
1082,10,4,3,8,6,3,8,3,1,5,4
1083,2,5,4,2,10,4,7,4,5,6,8
1084,6,9,4,3,10,3,8,2,7,9,10
1085,4,4,4,5,9,1,1,2,5,9,2
1086,10,10,8,9,7,3,5,10,1,4,8
1087,1,5,1,10,8,10,8,1,9,10,8
1088,4,6,8,7,1,5,6,4,7,7,1
1089,9,10,10,6,8,3,1,4,2,2,4
1090,2,1,1,1,6,1,9,1,8,4,2
1091,1,9,6,6,3,8,4,5,2,6,7
1092,4,1,10,10,7,1,7,2,5,6,9
1093,3,6,3,10,5,4,3,6,1,10,1
1094,8,4,4,5,1,10,2,10,6,10,3
1095,10,10,8,10,8,7,1,5,4,1,5
1096,4,7,7,6,7,9,10,5,7,10,6
1097,5,8,10,4,10,10,2,7,1,9,4
1098,4,5,2,10,8,7,9,5,4,5,7
1099,8,4,1,10,10,4,5,1,8,3,1
1100,7,2,4,6,8,9,2,7,6,9,4
1101,4,3,2,5,3,9,7,3,3,1,7
1102,5,4,10,2,2,6,6,7,8,8,9
1103,5,10,7,6,2,3,10,10,5,6,4
1104,5,4,7,8,5,3,5,9,2,10,3
1105,4,9,9,9,8,6,8,4,3,7,7
1106,6,1,9,8,4,3,1,6,3,3,8
1107,10,5,3,7,8,10,7,4,10,5,2
1108,2,10,3,4,8,4,1,7,4,9,1
1109,8,6,9,2,5,7,3,8,2,9,9
1110,10,3,7,8,4,9,6,6,1,2,7
1111,8,6,3,2,6,3,5,5,10,6,7
1112,7,10,6,6,2,5,9,7,6,7,1
1113,3,5,3,9,1,9,10,5,2,1,8
1114,6,10,1,6,6,5,8,4,8,5,8
1115,1,5,10,10,8,7,10,7,2,10,7
1116,3,7,10,10,9,7,2,10,2,3,3
1117,3,8,3,9,10,5,1,2,1,9,9
1118,8,10,8,4,3,5,6,2,10,10,6
1119,2,7,7,5,7,2,8,10,2,8,2
1120,1,7,5,2,8,10,4,5,1,4,4
1121,1,1,3,5,9,9,6,5,7,5,6
1122,1,10,8,2,1,4,8,6,7,9,3
1123,3,9,2,1,6,10,5,1,10,4,10
1124,3,7,4,4,4,7,3,10,8,10,2
1125,1,1,5,2,10,4,2,3,8,1,5
1126,9,1,2,10,5,3,4,1,10,9,1
1127,4,5,7,9,9,10,2,10,10,8,8
1128,7,10,1,9,3,3,8,8,10,9,10
1129,9,9,7,7,7,4,10,5,10,5,3
1130,2,5,2,5,6,7,10,7,3,3,4
1131,5,7,8,7,10,9,1,1,2,3,2
1132,6,2,7,9,7,5,6,6,7,7,6
1133,4,1,1,10,5,8,1,9,4,8,5
1134,7,7,9,9,7,2,2,4,1,4,6
1135,10,7,8,6,7,3,5,1,8,2,8
1136,6,3,7,6,4,9,1,9,5,6,8
1137,3,3,3,3,4,5,5,5,7,4,1
1138,3,7,6,8,6,1,4,8,5,6,10
1139,9,6,8,3,5,10,2,1,7,4,9
1140,7,6,7,2,4,5,8,9,6,9,10
1141,3,4,5,5,4,8,3,6,1,2,9
1142,10,6,1,10,10,8,10,6,5,7,3
1143,1,10,4,6,7,6,2,3,1,6,5
1144,8,10,8,8,5,10,8,2,9,6,8
1145,1,9,6,8,4,6,5,6,6,7,1
1146,7,7,2,6,1,7,9,9,8,7,1
1147,4,5,7,9,4,9,1,4,8,6,2
